,H.ì`ï[î‘çÜ,H.èWåvëŒè€âcã∆îNåéì˙,H.ójì˙,H.ì`ï[î≠çsì˙,H.ì`ï[èàóùì˙,H.ÉeÅ[ÉuÉãî‘çÜ,H.ãqêîÅiçáåvÅj,H.ãqêîÅiíjÅj,H.ãqêîÅièóÅj,H.ëçè§ïiêî,H.ì`ï[ã‡äz,H.ì`ï[ê≈äz,C.ãqëw
429,No:201900300000802,2018/5/5,ìy,2018/5/5 19:16,2018/5/5 22:09,000000019:å@ÇËÇ≤ÇΩÇ¬7,3,0,3,19,11548,848,ìoò^Ç»Çµ
430,No:201900300000803,2018/5/5,ìy,2018/5/5 19:17,2018/5/5 20:57,000000001:ÉJÉEÉìÉ^Å[1,2,1,1,14,8354,614,ìoò^Ç»Çµ
431,No:201900300000804,2018/5/5,ìy,2018/5/5 19:17,2018/5/5 20:54,000000018:å@ÇËÇ≤ÇΩÇ¬6,3,2,1,12,6810,500,ìoò^Ç»Çµ
432,No:201900300000805,2018/5/5,ìy,2018/5/5 19:19,2018/5/5 20:06,000000013:å@ÇËÇ≤ÇΩÇ¬1,4,1,3,20,11721,861,ìoò^Ç»Çµ
433,No:201900300000806,2018/5/5,ìy,2018/5/5 19:28,2018/5/5 20:18,000000007:ÉJÉEÉìÉ^Å[7,2,0,2,7,3918,288,ìoò^Ç»Çµ
434,No:201900300000807,2018/5/5,ìy,2018/5/5 20:02,2018/5/5 21:04,000000003:ÉJÉEÉìÉ^Å[3,2,1,1,13,9520,700,ìoò^Ç»Çµ
435,No:201900300000808,2018/5/5,ìy,2018/5/5 20:24,2018/5/5 21:08,000000021:å@ÇËÇ≤ÇΩÇ¬9,3,3,0,8,3496,256,ìoò^Ç»Çµ
436,No:201900300000809,2018/5/5,ìy,2018/5/5 20:29,2018/5/5 22:24,000000013:å@ÇËÇ≤ÇΩÇ¬1,4,4,0,23,14711,1081,ìoò^Ç»Çµ
437,No:201900300000810,2018/5/5,ìy,2018/5/5 20:44,2018/5/5 22:06,000000014:å@ÇËÇ≤ÇΩÇ¬2,3,3,0,15,7355,537,ìoò^Ç»Çµ
438,No:201900300000811,2018/5/5,ìy,2018/5/5 21:26,2018/5/5 23:25,000000016:å@ÇËÇ≤ÇΩÇ¬4,7,5,2,30,23879,1759,ìoò^Ç»Çµ
439,No:201900300000812,2018/5/6,ì˙,2018/5/6 17:51,2018/5/6 19:47,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,2,0,13,7296,536,ìoò^Ç»Çµ
440,No:201900300000813,2018/5/6,ì˙,2018/5/6 17:52,2018/5/6 20:06,000000017:å@ÇËÇ≤ÇΩÇ¬5,2,2,0,10,6012,442,ìoò^Ç»Çµ
441,No:201900300000814,2018/5/6,ì˙,2018/5/6 17:53,2018/5/6 20:44,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,22,12908,948,ìoò^Ç»Çµ
442,No:201900300000815,2018/5/6,ì˙,2018/5/6 18:00,2018/5/6 19:44,000000010:ÉeÅ[ÉuÉã1,3,3,0,15,8191,601,ìoò^Ç»Çµ
443,No:201900300000816,2018/5/6,ì˙,2018/5/6 18:09,2018/5/6 19:05,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,6,3735,275,ìoò^Ç»Çµ
444,No:201900300000817,2018/5/6,ì˙,2018/5/6 18:27,2018/5/6 19:13,000000004:ÉJÉEÉìÉ^Å[4,2,2,0,9,5461,401,ìoò^Ç»Çµ
445,No:201900300000818,2018/5/6,ì˙,2018/5/6 18:36,2018/5/6 21:10,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,2,0,11,7296,536,ìoò^Ç»Çµ
446,No:201900300000819,2018/5/6,ì˙,2018/5/6 18:37,2018/5/6 19:11,000000012:ÉeÅ[ÉuÉã3,2,2,0,6,3444,254,ìoò^Ç»Çµ
447,No:201900300000820,2018/5/6,ì˙,2018/5/6 19:41,2018/5/6 20:55,000000012:ÉeÅ[ÉuÉã3,2,2,0,8,4878,358,ìoò^Ç»Çµ
448,No:201900300000821,2018/5/7,åé,2018/5/7 17:12,2018/5/7 18:18,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,10,7535,555,ìoò^Ç»Çµ
449,No:201900300000822,2018/5/7,åé,2018/5/7 17:50,2018/5/7 21:30,000000015:å@ÇËÇ≤ÇΩÇ¬3,3,3,0,31,20219,1489,ìoò^Ç»Çµ
450,No:201900300000823,2018/5/7,åé,2018/5/7 18:05,2018/5/7 19:54,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,14,10319,759,ìoò^Ç»Çµ
451,No:201900300000824,2018/5/7,åé,2018/5/7 19:07,2018/5/7 21:15,000000020:å@ÇËÇ≤ÇΩÇ¬8,10,10,0,83,45582,3352,ìoò^Ç»Çµ
452,No:201900300000825,2018/5/8,âŒ,2018/5/8 17:50,2018/5/8 18:19,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,2,0,6,3043,223,ìoò^Ç»Çµ
453,No:201900300000826,2018/5/8,âŒ,2018/5/8 17:53,2018/5/8 21:01,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,14,8656,636,ìoò^Ç»Çµ
454,No:201900300000827,2018/5/8,âŒ,2018/5/8 18:01,2018/5/8 18:45,000000014:å@ÇËÇ≤ÇΩÇ¬2,3,3,0,9,5634,414,ìoò^Ç»Çµ
455,No:201900300000828,2018/5/8,âŒ,2018/5/8 18:21,2018/5/8 19:28,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,2,0,12,7804,574,ìoò^Ç»Çµ
456,No:201900300000829,2018/5/8,âŒ,2018/5/8 19:08,2018/5/8 21:58,000000010:ÉeÅ[ÉuÉã1,2,2,0,14,7296,536,ìoò^Ç»Çµ
457,No:201900300000830,2018/5/8,âŒ,2018/5/8 20:03,2018/5/8 20:48,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,6,3972,292,ìoò^Ç»Çµ
458,No:201900300000831,2018/5/8,âŒ,2018/5/8 20:07,2018/5/8 21:07,000000004:ÉJÉEÉìÉ^Å[4,1,1,0,5,3130,230,ìoò^Ç»Çµ
459,No:201900300000832,2018/5/8,âŒ,2018/5/8 20:17,2018/5/8 22:15,000000002:ÉJÉEÉìÉ^Å[2,2,2,0,19,11192,822,ìoò^Ç»Çµ
460,No:201900300000833,2018/5/9,êÖ,2018/5/9 17:49,2018/5/9 18:48,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,8,4436,326,ìoò^Ç»Çµ
461,No:201900300000834,2018/5/9,êÖ,2018/5/9 18:03,2018/5/9 20:32,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,6,0,32,18251,1341,ìoò^Ç»Çµ
462,No:201900300000835,2018/5/9,êÖ,2018/5/9 18:40,2018/5/9 22:48,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,2,0,24,14604,1074,ìoò^Ç»Çµ
463,No:201900300000836,2018/5/9,êÖ,2018/5/9 18:53,2018/5/9 19:50,000000006:ÉJÉEÉìÉ^Å[6,1,1,0,8,4295,315,ìoò^Ç»Çµ
464,No:201900300000837,2018/5/9,êÖ,2018/5/9 19:39,2018/5/9 20:41,000000014:å@ÇËÇ≤ÇΩÇ¬2,3,3,0,20,11765,865,ìoò^Ç»Çµ
465,No:201900300000838,2018/5/9,êÖ,2018/5/9 19:57,2018/5/9 21:03,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,10,7275,535,ìoò^Ç»Çµ
466,No:201900300000839,2018/5/9,êÖ,2018/5/9 20:09,2018/5/9 21:21,000000012:ÉeÅ[ÉuÉã3,3,3,0,13,7436,546,ìoò^Ç»Çµ
467,No:201900300000840,2018/5/9,êÖ,2018/5/9 20:12,2018/5/9 21:58,000000017:å@ÇËÇ≤ÇΩÇ¬5,4,4,0,19,12304,904,ìoò^Ç»Çµ
468,No:201900300000841,2018/5/9,êÖ,2018/5/9 21:08,2018/5/9 21:51,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,10,7426,546,ìoò^Ç»Çµ
469,No:201900300000842,2018/5/9,êÖ,2018/5/9 21:11,2018/5/9 21:31,000000010:ÉeÅ[ÉuÉã1,2,2,0,7,4079,299,ìoò^Ç»Çµ
470,No:201900300000843,2018/5/9,êÖ,2018/5/9 21:53,2018/5/9 22:34,000000012:ÉeÅ[ÉuÉã3,3,3,0,11,6725,495,ìoò^Ç»Çµ
471,No:201900300000844,2018/5/10,ñÿ,2018/5/10 17:44,2018/5/10 20:22,000000020:å@ÇËÇ≤ÇΩÇ¬8,10,10,0,20,40000,2960,ìoò^Ç»Çµ
472,No:201900300000845,2018/5/10,ñÿ,2018/5/10 18:33,2018/5/10 21:00,000000015:å@ÇËÇ≤ÇΩÇ¬3,3,3,0,29,13652,1002,ìoò^Ç»Çµ
473,No:201900300000846,2018/5/10,ñÿ,2018/5/10 18:53,2018/5/10 19:54,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,9,5785,425,ìoò^Ç»Çµ
474,No:201900300000847,2018/5/10,ñÿ,2018/5/10 18:53,2018/5/10 20:16,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,17,10275,755,ìoò^Ç»Çµ
475,No:201900300000848,2018/5/10,ñÿ,2018/5/10 20:28,2018/5/10 21:09,000000008:ÉJÉEÉìÉ^Å[8,1,1,0,6,3627,267,ìoò^Ç»Çµ
476,No:201900300000849,2018/5/10,ñÿ,2018/5/10 20:39,2018/5/10 22:32,000000017:å@ÇËÇ≤ÇΩÇ¬5,4,4,0,12,6683,493,ìoò^Ç»Çµ
477,No:201900300000850,2018/5/11,ã‡,2018/5/11 18:37,2018/5/11 22:54,000000013:å@ÇËÇ≤ÇΩÇ¬1,5,5,0,44,29752,2192,ìoò^Ç»Çµ
478,No:201900300000851,2018/5/11,ã‡,2018/5/11 18:42,2018/5/11 19:57,000000012:ÉeÅ[ÉuÉã3,3,3,0,12,6432,472,ìoò^Ç»Çµ
479,No:201900300000852,2018/5/11,ã‡,2018/5/11 18:45,2018/5/11 22:22,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,12,6604,484,ìoò^Ç»Çµ
480,No:201900300000853,2018/5/11,ã‡,2018/5/11 18:50,2018/5/11 21:19,000000014:å@ÇËÇ≤ÇΩÇ¬2,15,15,0,15,59000,4366,ìoò^Ç»Çµ
481,No:201900300000854,2018/5/11,ã‡,2018/5/11 18:57,2018/5/11 21:09,000000010:ÉeÅ[ÉuÉã1,3,3,0,21,13255,975,ìoò^Ç»Çµ
482,No:201900300000855,2018/5/11,ã‡,2018/5/11 19:02,2018/5/11 21:41,000000017:å@ÇËÇ≤ÇΩÇ¬5,15,15,0,45,78080,5775,ìoò^Ç»Çµ
483,No:201900300000856,2018/5/11,ã‡,2018/5/11 19:09,2018/5/11 20:25,000000001:ÉJÉEÉìÉ^Å[1,2,1,1,9,5224,384,ìoò^Ç»Çµ
484,No:201900300000857,2018/5/11,ã‡,2018/5/11 19:12,2018/5/11 21:17,000000020:å@ÇËÇ≤ÇΩÇ¬8,5,5,0,5,22500,1665,ìoò^Ç»Çµ
485,No:201900300000858,2018/5/11,ã‡,2018/5/11 20:09,2018/5/11 22:05,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,13,9317,687,ìoò^Ç»Çµ
486,No:201900300000859,2018/5/11,ã‡,2018/5/11 20:27,2018/5/11 22:32,000000012:ÉeÅ[ÉuÉã3,3,2,1,19,12822,942,ìoò^Ç»Çµ
487,No:201900300000860,2018/5/11,ã‡,2018/5/11 20:40,2018/5/11 23:37,000000004:ÉJÉEÉìÉ^Å[4,2,2,0,16,12036,886,ìoò^Ç»Çµ
488,No:201900300000861,2018/5/11,ã‡,2018/5/11 20:42,2018/5/11 22:36,000000002:ÉJÉEÉìÉ^Å[2,2,2,0,13,7069,519,ìoò^Ç»Çµ
489,No:201900300000862,2018/5/11,ã‡,2018/5/11 21:31,2018/5/11 22:37,000000006:ÉJÉEÉìÉ^Å[6,2,0,2,9,5202,382,ìoò^Ç»Çµ
490,No:201900300000863,2018/5/12,ìy,2018/5/12 17:06,2018/5/12 19:08,000000013:å@ÇËÇ≤ÇΩÇ¬1,4,2,2,21,12435,915,ìoò^Ç»Çµ
491,No:201900300000864,2018/5/12,ìy,2018/5/12 18:01,2018/5/12 21:21,000000012:ÉeÅ[ÉuÉã3,3,1,2,26,16492,1212,ìoò^Ç»Çµ
492,No:201900300000865,2018/5/12,ìy,2018/5/12 18:08,2018/5/12 20:33,000000011:ÉeÅ[ÉuÉã2,2,0,2,16,9227,677,ìoò^Ç»Çµ
493,No:201900300000866,2018/5/12,ìy,2018/5/12 18:33,2018/5/12 19:09,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,13,8516,626,ìoò^Ç»Çµ
494,No:201900300000867,2018/5/12,ìy,2018/5/12 18:40,2018/5/12 20:52,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,19,11505,845,ìoò^Ç»Çµ
495,No:201900300000868,2018/5/12,ìy,2018/5/12 18:52,2018/5/12 20:54,000000014:å@ÇËÇ≤ÇΩÇ¬2,12,0,12,12,48000,3552,ìoò^Ç»Çµ
496,No:201900300000869,2018/5/12,ìy,2018/5/12 18:52,2018/5/12 20:40,000000018:å@ÇËÇ≤ÇΩÇ¬6,2,1,1,17,10555,775,ìoò^Ç»Çµ
497,No:201900300000870,2018/5/12,ìy,2018/5/12 19:06,2018/5/12 22:36,000000019:å@ÇËÇ≤ÇΩÇ¬7,4,4,0,29,20141,1481,ìoò^Ç»Çµ
498,No:201900300000871,2018/5/12,ìy,2018/5/12 19:11,2018/5/12 21:32,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,3,3,6,21000,1554,ìoò^Ç»Çµ
499,No:201900300000872,2018/5/12,ìy,2018/5/12 19:12,2018/5/12 20:33,000000010:ÉeÅ[ÉuÉã1,2,0,2,16,10901,801,ìoò^Ç»Çµ
500,No:201900300000873,2018/5/12,ìy,2018/5/12 19:31,2018/5/12 20:00,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,10,5947,437,ìoò^Ç»Çµ
501,No:201900300000874,2018/5/12,ìy,2018/5/12 19:31,2018/5/12 21:25,000000013:å@ÇËÇ≤ÇΩÇ¬1,4,3,1,2,8000,592,ìoò^Ç»Çµ
502,No:201900300000875,2018/5/12,ìy,2018/5/12 19:33,2018/5/12 20:50,000000005:ÉJÉEÉìÉ^Å[5,2,1,1,15,9325,685,ìoò^Ç»Çµ
503,No:201900300000876,2018/5/12,ìy,2018/5/12 20:02,2018/5/12 20:41,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,7,3561,261,ìoò^Ç»Çµ
504,No:201900300000877,2018/5/12,ìy,2018/5/12 20:46,2018/5/12 22:33,000000010:ÉeÅ[ÉuÉã1,3,3,0,25,15746,1156,ìoò^Ç»Çµ
505,No:201900300000878,2018/5/12,ìy,2018/5/12 21:16,2018/5/12 22:28,000000014:å@ÇËÇ≤ÇΩÇ¬2,15,0,15,37,17296,1266,ìoò^Ç»Çµ
506,No:201900300000879,2018/5/12,ìy,2018/5/12 22:42,2018/5/13 0:02,000000013:å@ÇËÇ≤ÇΩÇ¬1,15,15,0,77,43207,3177,ìoò^Ç»Çµ
507,No:201900300000880,2018/5/12,ìy,2018/5/12 23:10,2018/5/13 0:00,000000012:ÉeÅ[ÉuÉã3,4,4,0,24,15791,1161,ìoò^Ç»Çµ
508,No:201900300000881,2018/5/13,ì˙,2018/5/13 17:32,2018/5/13 19:11,000000015:å@ÇËÇ≤ÇΩÇ¬3,3,0,3,13,8559,629,ìoò^Ç»Çµ
509,No:201900300000882,2018/5/13,ì˙,2018/5/13 18:01,2018/5/13 20:52,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,0,5,39,21153,1553,ìoò^Ç»Çµ
510,No:201900300000883,2018/5/13,ì˙,2018/5/13 18:12,2018/5/13 20:50,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,0,2,13,7576,556,ìoò^Ç»Çµ
511,No:201900300000884,2018/5/13,ì˙,2018/5/13 18:34,2018/5/13 19:06,000000014:å@ÇËÇ≤ÇΩÇ¬2,3,3,0,10,5752,422,ìoò^Ç»Çµ
512,No:201900300000885,2018/5/13,ì˙,2018/5/13 19:08,2018/5/13 20:04,000000018:å@ÇËÇ≤ÇΩÇ¬6,2,1,1,7,5657,417,ìoò^Ç»Çµ
513,No:201900300000886,2018/5/13,ì˙,2018/5/13 19:46,2018/5/13 20:39,000000019:å@ÇËÇ≤ÇΩÇ¬7,2,1,1,7,3961,291,ìoò^Ç»Çµ
514,No:201900300000887,2018/5/14,åé,2018/5/14 18:08,2018/5/14 19:08,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,1,1,12,6778,498,ìoò^Ç»Çµ
515,No:201900300000888,2018/5/14,åé,2018/5/14 18:27,2018/5/14 20:19,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,17,12791,941,ìoò^Ç»Çµ
516,No:201900300000889,2018/5/14,åé,2018/5/14 18:57,2018/5/14 19:16,000000015:å@ÇËÇ≤ÇΩÇ¬3,3,3,0,8,3582,262,ìoò^Ç»Çµ
517,No:201900300000890,2018/5/14,åé,2018/5/14 19:31,2018/5/14 21:32,000000017:å@ÇËÇ≤ÇΩÇ¬5,3,3,0,28,16080,1180,ìoò^Ç»Çµ
518,No:201900300000891,2018/5/14,åé,2018/5/14 19:39,2018/5/14 21:49,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,2,0,13,6745,495,ìoò^Ç»Çµ
519,No:201900300000892,2018/5/14,åé,2018/5/14 20:24,2018/5/14 20:55,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,4,1462,106,ìoò^Ç»Çµ
520,No:201900300000893,2018/5/15,âŒ,2018/5/15 18:26,2018/5/15 21:37,000000016:å@ÇËÇ≤ÇΩÇ¬4,4,4,0,49,25517,1877,ìoò^Ç»Çµ
521,No:201900300000894,2018/5/16,êÖ,2018/5/16 17:58,2018/5/16 20:25,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,2,0,12,7276,536,ìoò^Ç»Çµ
522,No:201900300000895,2018/5/16,êÖ,2018/5/16 17:59,2018/5/16 19:24,000000012:ÉeÅ[ÉuÉã3,2,2,0,17,11073,813,ìoò^Ç»Çµ
523,No:201900300000896,2018/5/16,êÖ,2018/5/16 18:22,2018/5/16 20:27,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,18,9778,718,ìoò^Ç»Çµ
524,No:201900300000897,2018/5/16,êÖ,2018/5/16 18:56,2018/5/16 21:32,000000016:å@ÇËÇ≤ÇΩÇ¬4,4,2,2,33,21068,1548,ìoò^Ç»Çµ
525,No:201900300000898,2018/5/16,êÖ,2018/5/16 19:12,2018/5/16 21:54,000000010:ÉeÅ[ÉuÉã1,2,2,0,14,8387,617,ìoò^Ç»Çµ
526,No:201900300000899,2018/5/16,êÖ,2018/5/16 20:42,2018/5/16 21:26,000000017:å@ÇËÇ≤ÇΩÇ¬5,9,9,0,9,36000,2664,ìoò^Ç»Çµ
527,No:201900300000900,2018/5/16,êÖ,2018/5/16 21:28,2018/5/16 22:06,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,6,3518,258,ìoò^Ç»Çµ
528,No:201900300000901,2018/5/17,ñÿ,2018/5/17 18:05,2018/5/17 18:38,000000015:å@ÇËÇ≤ÇΩÇ¬3,4,4,0,14,7263,533,ìoò^Ç»Çµ
529,No:201900300000902,2018/5/17,ñÿ,2018/5/17 19:08,2018/5/17 21:15,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,11,7253,533,ìoò^Ç»Çµ
530,No:201900300000903,2018/5/17,ñÿ,2018/5/17 19:35,2018/5/17 22:34,000000019:å@ÇËÇ≤ÇΩÇ¬7,11,11,0,119,65386,4806,ìoò^Ç»Çµ
531,No:201900300000904,2018/5/17,ñÿ,2018/5/17 19:55,2018/5/17 21:32,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,11,6801,501,ìoò^Ç»Çµ
532,No:201900300000905,2018/5/17,ñÿ,2018/5/17 20:17,2018/5/17 23:14,000000016:å@ÇËÇ≤ÇΩÇ¬4,7,7,0,69,39102,2872,ìoò^Ç»Çµ
533,No:201900300000906,2018/5/17,ñÿ,2018/5/17 20:21,2018/5/17 20:37,000000012:ÉeÅ[ÉuÉã3,2,2,0,0,0,0,ìoò^Ç»Çµ
534,No:201900300000907,2018/5/17,ñÿ,2018/5/17 20:24,2018/5/17 21:36,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,2,0,15,10005,735,ìoò^Ç»Çµ
535,No:201900300000908,2018/5/17,ñÿ,2018/5/17 20:44,2018/5/17 22:54,000000010:ÉeÅ[ÉuÉã1,8,8,0,64,39406,2896,ìoò^Ç»Çµ
536,No:201900300000909,2018/5/17,ñÿ,2018/5/17 21:32,2018/5/17 23:23,000000017:å@ÇËÇ≤ÇΩÇ¬5,3,3,0,21,14982,1102,ìoò^Ç»Çµ
537,No:201900300000910,2018/5/18,ã‡,2018/5/18 17:40,2018/5/18 18:39,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,8,4457,327,ìoò^Ç»Çµ
538,No:201900300000911,2018/5/18,ã‡,2018/5/18 18:04,2018/5/18 18:42,000000006:ÉJÉEÉìÉ^Å[6,2,2,0,7,4458,328,ìoò^Ç»Çµ
539,No:201900300000912,2018/5/18,ã‡,2018/5/18 18:36,2018/5/18 19:58,000000004:ÉJÉEÉìÉ^Å[4,2,1,1,10,7319,539,ìoò^Ç»Çµ
540,No:201900300000913,2018/5/18,ã‡,2018/5/18 18:52,2018/5/18 23:13,000000017:å@ÇËÇ≤ÇΩÇ¬5,7,7,0,69,53501,3941,ìoò^Ç»Çµ
541,No:201900300000914,2018/5/18,ã‡,2018/5/18 18:53,2018/5/18 19:24,000000002:ÉJÉEÉìÉ^Å[2,2,1,1,8,5160,380,ìoò^Ç»Çµ
542,No:201900300000915,2018/5/18,ã‡,2018/5/18 18:53,2018/5/18 21:05,000000010:ÉeÅ[ÉuÉã1,7,7,0,14,31500,2331,ìoò^Ç»Çµ
543,No:201900300000916,2018/5/18,ã‡,2018/5/18 18:55,2018/5/18 19:32,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,9,6336,466,ìoò^Ç»Çµ
544,No:201900300000917,2018/5/18,ã‡,2018/5/18 19:06,2018/5/18 19:57,000000001:ÉJÉEÉìÉ^Å[1,1,1,0,8,4587,337,ìoò^Ç»Çµ
545,No:201900300000918,2018/5/18,ã‡,2018/5/18 19:08,2018/5/18 22:07,000000006:ÉJÉEÉìÉ^Å[6,2,0,2,12,8410,620,ìoò^Ç»Çµ
546,No:201900300000919,2018/5/18,ã‡,2018/5/18 19:14,2018/5/18 20:41,000000020:å@ÇËÇ≤ÇΩÇ¬8,14,14,0,62,61811,4561,ìoò^Ç»Çµ
547,No:201900300000920,2018/5/18,ã‡,2018/5/18 19:19,2018/5/18 21:36,000000013:å@ÇËÇ≤ÇΩÇ¬1,9,5,4,9,36000,2664,ìoò^Ç»Çµ
548,No:201900300000921,2018/5/18,ã‡,2018/5/18 19:39,2018/5/18 22:03,000000002:ÉJÉEÉìÉ^Å[2,2,1,1,10,6207,457,ìoò^Ç»Çµ
549,No:201900300000922,2018/5/18,ã‡,2018/5/18 20:39,2018/5/18 21:40,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,5,2741,201,ìoò^Ç»Çµ
550,No:201900300000923,2018/5/18,ã‡,2018/5/18 21:32,2018/5/18 22:06,000000004:ÉJÉEÉìÉ^Å[4,1,1,0,2,972,72,ìoò^Ç»Çµ
551,No:201900300000924,2018/5/18,ã‡,2018/5/18 21:45,2018/5/18 22:37,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,8,4857,357,ìoò^Ç»Çµ
552,No:201900300000925,2018/5/19,ìy,2018/5/19 17:08,2018/5/19 19:07,000000014:å@ÇËÇ≤ÇΩÇ¬2,4,4,0,23,12307,907,óàìXìÆã@:ÉqÉgÉTÉâ
553,No:201900300000926,2018/5/19,ìy,2018/5/19 17:36,2018/5/19 18:34,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,9,4856,356,ìoò^Ç»Çµ
554,No:201900300000927,2018/5/19,ìy,2018/5/19 17:38,2018/5/19 19:38,000000013:å@ÇËÇ≤ÇΩÇ¬1,4,4,0,14,18000,1332,óàìXìÆã@:ÇÆÇÈÇ»Ç—
555,No:201900300000928,2018/5/19,ìy,2018/5/19 17:54,2018/5/19 18:43,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,13,9661,711,ìoò^Ç»Çµ
556,No:201900300000929,2018/5/19,ìy,2018/5/19 17:57,2018/5/19 20:56,000000010:ÉeÅ[ÉuÉã1,2,1,1,17,9950,730,óàìXìÆã@:ÉqÉgÉTÉâ
557,No:201900300000930,2018/5/19,ìy,2018/5/19 18:05,2018/5/19 20:07,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,14,8970,660,ìoò^Ç»Çµ
558,No:201900300000931,2018/5/19,ìy,2018/5/19 18:06,2018/5/19 20:57,000000002:ÉJÉEÉìÉ^Å[2,2,1,1,18,12693,933,ìoò^Ç»Çµ
559,No:201900300000932,2018/5/19,ìy,2018/5/19 18:27,2018/5/19 20:15,000000019:å@ÇËÇ≤ÇΩÇ¬7,15,10,5,23,52500,3885,ìoò^Ç»Çµ
560,No:201900300000933,2018/5/19,ìy,2018/5/19 18:31,2018/5/19 20:28,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,4,1,37,20918,1538,ìoò^Ç»Çµ
561,No:201900300000934,2018/5/19,ìy,2018/5/19 18:35,2018/5/19 21:22,000000015:å@ÇËÇ≤ÇΩÇ¬3,3,0,3,30,17349,1279,óàìXìÆã@:ÇÆÇÈÇ»Ç—
562,No:201900300000935,2018/5/19,ìy,2018/5/19 18:41,2018/5/19 19:52,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,13,8084,594,ìoò^Ç»Çµ
563,No:201900300000936,2018/5/19,ìy,2018/5/19 18:48,2018/5/19 19:38,000000004:ÉJÉEÉìÉ^Å[4,2,1,1,8,4665,343,ìoò^Ç»Çµ
564,No:201900300000937,2018/5/19,ìy,2018/5/19 19:17,2018/5/19 21:49,000000011:ÉeÅ[ÉuÉã2,6,3,3,37,25069,1849,ìoò^Ç»Çµ
565,No:201900300000938,2018/5/19,ìy,2018/5/19 19:32,2018/5/19 20:19,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,9,6131,451,ìoò^Ç»Çµ
566,No:201900300000939,2018/5/19,ìy,2018/5/19 19:34,2018/5/19 23:13,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,12,10084,744,ìoò^Ç»Çµ
567,No:201900300000940,2018/5/19,ìy,2018/5/19 19:55,2018/5/19 20:40,000000014:å@ÇËÇ≤ÇΩÇ¬2,3,3,0,14,8343,613,ìoò^Ç»Çµ
568,No:201900300000941,2018/5/19,ìy,2018/5/19 20:19,2018/5/19 21:58,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,0,2,14,9174,674,ìoò^Ç»Çµ
569,No:201900300000942,2018/5/19,ìy,2018/5/19 20:49,2018/5/19 22:35,000000009:ÉJÉEÉìÉ^Å[9,2,0,2,8,5062,372,ìoò^Ç»Çµ
570,No:201900300000943,2018/5/19,ìy,2018/5/19 20:49,2018/5/19 23:13,000000014:å@ÇËÇ≤ÇΩÇ¬2,3,0,3,14,9058,668,óàìXìÆã@:àÍå©
571,No:201900300000944,2018/5/19,ìy,2018/5/19 20:50,2018/5/19 21:31,000000004:ÉJÉEÉìÉ^Å[4,1,0,1,6,4134,304,ìoò^Ç»Çµ
